0.00892747,0.749579,0.0167353
0.0091953,0.74593,0.0158017
0.00947115,0.732162,0.0145834
0.00975529,0.712904,0.0133359
0.0100479,0.62838,0.0117547
0.0103494,0.286094,0.00713594
0.0106599,0.143479,0.00446293
0.0109797,0.0869355,0.0030584
0.0113091,0.0564039,0.00217672
0.0116483,0.0293051,0.00128791
0.0119978,0.0200406,0.000967342
0.0123577,0.0175292,0.000848075
0.0127284,0.0168726,0.000835743
0.0131103,0.0177863,0.000833689
0.0135036,0.0188074,0.000811399
0.0139087,0.0199833,0.000825032
0.014326,0.0199212,0.000781612
0.0147558,0.0187551,0.000710028
0.0151984,0.0156597,0.000618286
0.0156544,0.0141868,0.000555446
0.016124,0.00978889,0.000414827
0.0166077,0.00680417,0.000312494
0.017106,0.00425961,0.000219022
0.0176191,0.00258586,0.000150848
0.0181477,0.00213725,0.00013051
0.0186921,0.00198781,0.000128812
0.0192529,0.00221893,0.000142548
0.0198305,0.00296923,0.000162154
0.0204254,0.00293955,0.000158613
0.0210382,0.00308235,0.000157749
0.0216693,0.00300945,0.000150903
0.0223194,0.00248375,0.000132918
0.022989,0.00171804,0.000100254
0.0236786,0.0010614,6.8685e-05
0.024389,0.000822351,6.11646e-05
0.0251207,0.00070721,4.1415e-05
0.0258743,0.000731944,4.15462e-05
0.0266505,0.000887121,4.67733e-05
0.02745,0.00105931,5.23568e-05
0.0282735,0.000838629,4.25135e-05
0.0291217,0.000889607,4.28951e-05
0.0299954,0.000618393,3.2806e-05
0.0308953,0.000433253,2.45155e-05
0.0318221,0.000351586,2.03399e-05
0.0327768,0.000326355,1.91088e-05
0.0337601,0.00038265,2.20408e-05
0.0347729,0.000381662,2.15801e-05
0.0358161,0.000347088,1.92251e-05
0.0368906,0.000280728,1.56432e-05
0.0379973,0.000252113,1.44618e-05
0.0391372,0.000218792,1.25803e-05
0.0403113,0.000206757,1.23129e-05
0.0415207,0.000170144,8.58541e-06
0.0427663,0.000174864,8.23359e-06
0.0440493,0.000161417,7.89668e-06
0.0453707,0.000123259,6.51341e-06
0.0467319,0.000110128,5.70917e-06
0.0481338,0.000100501,5.6669e-06
0.0495778,0.000100642,5.43419e-06
0.0510652,8.74196e-05,4.81501e-06
0.0525971,7.50455e-05,4.00594e-06
0.054175,7.31283e-05,3.94218e-06
0.0558003,6.30732e-05,3.41493e-06
0.0574743,6.31906e-05,3.41565e-06
0.0591985,5.99023e-05,3.14409e-06
0.0609745,5.63504e-05,2.92727e-06
0.0628037,5.31635e-05,2.65838e-06
0.0646878,3.89806e-05,2.19836e-06
0.0666285,3.65252e-05,2.02535e-06
0.0686273,3.85897e-05,1.97277e-06
0.0706861,3.46163e-05,1.82584e-06
0.0728067,3.14853e-05,1.70248e-06
0.0749909,2.68585e-05,1.47234e-06
0.0772406,2.51278e-05,1.35986e-06
0.0795579,2.17408e-05,1.21617e-06
0.0819446,2.25129e-05,1.19365e-06
0.0844029,2.17509e-05,1.20511e-06
0.086935,1.94672e-05,1.07288e-06
0.0895431,1.60319e-05,9.41475e-07
0.0922294,1.61426e-05,9.17736e-07
0.0949962,1.7881e-05,9.51476e-07
0.0978461,1.49089e-05,8.2592e-07
0.100782,1.62814e-05,8.77408e-07
0.103805,1.37227e-05,7.71821e-07
0.106919,1.31974e-05,7.48254e-07
0.110127,1.20855e-05,6.95684e-07
0.11343,1.20055e-05,6.79872e-07
0.116833,1.12484e-05,6.56962e-07
0.120338,9.26984e-06,5.68676e-07
0.123949,8.19133e-06,5.26476e-07
0.127667,1.02647e-05,6.0273e-07
0.131497,8.54242e-06,5.41609e-07
0.135442,9.3584e-06,5.74737e-07
0.139505,7.37176e-06,5.20471e-07
0.14369,6.6319e-06,4.89026e-07
0.148001,6.38338e-06,4.72856e-07
0.152441,6.74857e-06,4.79248e-07
0.157014,7.04174e-06,5.33556e-07
0.161725,5.55781e-06,4.54255e-07
0.166576,5.02113e-06,4.23848e-07
0.171574,5.38194e-06,4.41275e-07
0.176721,4.18449e-06,3.71505e-07
0.182023,3.40766e-06,3.39373e-07
0.187483,2.35744e-06,2.73684e-07
0.193108,2.17801e-06,2.62864e-07
0.198901,1.81966e-06,2.39157e-07
0.204868,1.08886e-06,1.80123e-07
0.211014,1.01984e-06,1.6957e-07
0.217345,1.04703e-06,1.88085e-07
0.223865,5.41742e-07,1.32678e-07
0.230581,4.13064e-07,1.25141e-07
0.237498,3.49011e-07,1.15646e-07
0.244623,2.69346e-07,1.10366e-07
0.251962,3.4015e-07,1.36747e-07
0.259521,1.02247e-07,8.30663e-08
0.265563,2.09967e-08,4.71594e-08
